TIMESTAMP,FORECAST
20131101 1:00,0.0
20131101 2:00,0.0
20131101 3:00,0.0
20131101 4:00,0.0
20131101 5:00,0.09838434988684946
20131101 6:00,0.1305353856559845
20131101 7:00,0.22109249058048625
20131101 8:00,0.3976068530302953
20131101 9:00,0.2139541085659118
20131101 10:00,0.09851924701045711
20131101 11:00,0.058679477732802354
20131101 12:00,0.10223562356473082
20131101 13:00,0.09874166292919262
20131101 14:00,0.09250492514741471
20131101 15:00,0.11443506818265414
20131101 16:00,0.08906199162129497
20131101 17:00,0.08104841687226866
20131101 18:00,0.08869266430769579
20131101 19:00,0.09039837655022176
20131101 20:00,0.09130470476784397
20131101 21:00,0.12081870429376501
20131101 22:00,0.3476523525073108
20131101 23:00,0.5460636348955129
20131102 0:00,0.5066369612454096
20131102 1:00,0.3073285924067566
20131102 2:00,0.30888376304172716
20131102 3:00,0.4803310413470022
20131102 4:00,0.3417376501564696
20131102 5:00,0.7823989108824221
20131102 6:00,0.7242779922861845
20131102 7:00,0.7265271429026542
20131102 8:00,0.5681323544947761
20131102 9:00,0.8121365377028289
20131102 10:00,0.7368673188890273
20131102 11:00,0.6153040569928387
20131102 12:00,0.5427557666853574
20131102 13:00,0.5194948837235094
20131102 14:00,0.30190912208180565
20131102 15:00,0.42454131980658116
20131102 16:00,0.1527174660184406
20131102 17:00,0.5435003992179973
20131102 18:00,0.3944288346338469
20131102 19:00,0.6024131501662612
20131102 20:00,0.39208271156725727
20131102 21:00,0.41763797699093685
20131102 22:00,0.4663943874815448
20131102 23:00,0.15215240566127897
20131103 0:00,0.28700827819091734
20131103 1:00,0.22728451840898134
20131103 2:00,0.3893567491152201
20131103 3:00,0.20058161670926655
20131103 4:00,0.2101213676889916
20131103 5:00,0.3034430408618275
20131103 6:00,0.30273756945450603
20131103 7:00,0.311264278932601
20131103 8:00,0.5227613100104682
20131103 9:00,0.49624016306938923
20131103 10:00,0.24471282841625197
20131103 11:00,0.27209387057245205
20131103 12:00,0.679998474538376
20131103 13:00,0.81630331780877
20131103 14:00,0.849261941125143
20131103 15:00,0.867010565062504
20131103 16:00,0.912010820043436
20131103 17:00,0.9014342586065108
20131103 18:00,0.8892276684101447
20131103 19:00,0.8751194875326244
20131103 20:00,0.8934558270071098
20131103 21:00,0.8332582236326389
20131103 22:00,0.8601236699074367
20131103 23:00,0.8783152767525108
20131104 0:00,0.9030843146828198
20131104 1:00,0.8829953492351037
20131104 2:00,0.8758507828224287
20131104 3:00,0.8016815699521458
20131104 4:00,0.5330865404416766
20131104 5:00,0.2559860046936985
20131104 6:00,0.2847853340998752
20131104 7:00,0.3136791166526842
20131104 8:00,0.3590430670472631
20131104 9:00,0.30378526723562504
20131104 10:00,0.3895309946054628
20131104 11:00,0.4871026167947442
20131104 12:00,0.8023900278356961
20131104 13:00,0.9125729914729598
20131104 14:00,0.8617617784719191
20131104 15:00,0.9216728015065798
20131104 16:00,0.902790285483392
20131104 17:00,0.895199000653677
20131104 18:00,0.8961827444473162
20131104 19:00,0.9025938175801447
20131104 20:00,0.89926745121248
20131104 21:00,0.8865851739566075
20131104 22:00,0.876554457209778
20131104 23:00,0.7921973427422089
20131105 0:00,0.7537126272644228
20131105 1:00,0.815777543450523
20131105 2:00,0.4603454314530046
20131105 3:00,0.44793064240215663
20131105 4:00,0.08530558640772468
20131105 5:00,0.10830206139517706
20131105 6:00,0.05366975895149029
20131105 7:00,0.07770855185437259
20131105 8:00,0.0880423413359902
20131105 9:00,0.09040030642851049
20131105 10:00,0.13668437977113795
20131105 11:00,0.30064008418644744
20131105 12:00,0.32406245882465545
20131105 13:00,0.33105737561223214
20131105 14:00,0.3213751655414099
20131105 15:00,0.35524532275111953
20131105 16:00,0.31719699251103917
20131105 17:00,0.28677565784895176
20131105 18:00,0.3798295118912294
20131105 19:00,0.5618575609322788
20131105 20:00,0.42632878919155315
20131105 21:00,0.5454698467287022
20131105 22:00,0.5059596713816008
20131105 23:00,0.6885399851450178
20131106 0:00,0.5969072819893974
20131106 1:00,0.48864145594537656
20131106 2:00,0.28614156812310265
20131106 3:00,0.1364153519444331
20131106 4:00,0.13052670447213655
20131106 5:00,0.10262608414920416
20131106 6:00,0.09664338571680176
20131106 7:00,0.0895562559958038
20131106 8:00,0.13152596977994158
20131106 9:00,0.1124807707678332
20131106 10:00,0.08189782598105577
20131106 11:00,0.16659468592962434
20131106 12:00,0.23128403855775004
20131106 13:00,0.2466604957561398
20131106 14:00,0.25130940622927567
20131106 15:00,0.4629717293949789
20131106 16:00,0.6813287872018542
20131106 17:00,0.16658670994078084
20131106 18:00,0.08991716433797481
20131106 19:00,0.058143195538353454
20131106 20:00,0.17264603237946136
20131106 21:00,0.5925406252282824
20131106 22:00,0.22712928780009167
20131106 23:00,0.24706068269561188
20131107 0:00,0.2029634821103815
20131107 1:00,0.06963312019392243
20131107 2:00,0.13400231770669258
20131107 3:00,0.17579012081703937
20131107 4:00,0.5668008793115279
20131107 5:00,0.5058501614273933
20131107 6:00,0.20910335428793492
20131107 7:00,0.1540406387711174
20131107 8:00,0.7233092429995223
20131107 9:00,0.5682743967040028
20131107 10:00,0.2086968659051931
20131107 11:00,0.7481541187552477
20131107 12:00,0.29974693203462677
20131107 13:00,0.26603837546873377
20131107 14:00,0.7926686914071734
20131107 15:00,0.6245488050934024
20131107 16:00,0.5249176181242272
20131107 17:00,0.8884492126210808
20131107 18:00,0.2962206415027738
20131107 19:00,0.6624150149077088
20131107 20:00,0.5598790501790764
20131107 21:00,0.7657285427925945
20131107 22:00,0.8702534614999438
20131107 23:00,0.8337927497223114
20131108 0:00,0.8224600267982343
20131108 1:00,0.7395663448538556
20131108 2:00,0.7589074545498775
20131108 3:00,0.3751978173235233
20131108 4:00,0.7506705253371505
20131108 5:00,0.8532320735635865
20131108 6:00,0.8786986055133559
20131108 7:00,0.8342945767806789
20131108 8:00,0.8112696503463237
20131108 9:00,0.7558186177269823
20131108 10:00,0.6288383557823668
20131108 11:00,0.5680426377807006
20131108 12:00,0.329700236152283
20131108 13:00,0.4901815545412599
20131108 14:00,0.2607346819051336
20131108 15:00,0.49768727041591354
20131108 16:00,0.38749632284013547
20131108 17:00,0.38774199691665134
20131108 18:00,0.42919677694785485
20131108 19:00,0.290357155930803
20131108 20:00,0.41180862555796227
20131108 21:00,0.4418504395261361
20131108 22:00,0.267949488764168
20131108 23:00,0.09656883081701884
20131109 0:00,0.14051362737079287
20131109 1:00,0.3281364653244978
20131109 2:00,0.19871834615220407
20131109 3:00,0.18871947670346512
20131109 4:00,0.18616261227945252
20131109 5:00,0.29042764538248944
20131109 6:00,0.2887461021579736
20131109 7:00,0.4530990475126605
20131109 8:00,0.5436154927251918
